x,y
-77.3251,38.8605
-76.9891,39.009
-76.9962,39.0363
-121.7939,37.6813
-93.6599,42.0268
-70.9331,42.0995
-96.1825,41.254
-72.671,40.9051
-75.9866,42.0814
-77.1606,39.0538
-71.0949,42.2715
-77.0881,39.1583
-74.6301,40.3401
-89.4419,43.0445
-77.0373,38.6804
-96.6905,40.6982
-77.043,39.1557
-89.3945,43.0542
-74.6558,40.3407
-77.0505,39.118
-77.0227,39.1524
-89.5534,42.9583
-77.1628,39.1671
-77.0081,38.9918
-77.0207,39.1277
-83.549,42.9596
-77.5164,38.8628
-73.3902,43.9307
-110.264,44.9138
-76.3345,37.7892
-92.3444,38.8954
-75.5965,40.0209
-75.5038,40.3812
-84.7149,37.8651
-111.8383,40.6141
-97.6705,35.4255
-77.192,39.126
-77.2849,39.0364
-77.133,39.0788
-88.2617,42.0401
-77.1406,39.0564
-73.2543,44.3848
-92.603,47.226
-76.9746,39.1029
-74.1164,40.5811
-87.3986,30.3146
-77.0362,39.1446
-77.174,39.1788
-75.089,40.3618
-75.169,40.1938
-76.9111,39.4886
-96.6614,40.8322
-77.1802,43.1524
-72.6565,41.658
-74.092,41.2161
-76.7801,39.2763
-76.6037,39.3709
-76.9101,39.4776
-77.0738,38.9085
-149.7479,61.1262
-112.4485,42.9616
-72.3487,40.9263
-77.1552,39.1049
-76.6221,39.3343
-77.007,39.1308
-73.2062,41.3526
-74.9329,39.8729
-95.2592,32.6249
-77.1659,39.1813
-77.1433,39.1262
-77.3914,38.7192
-77.1066,39.0387
-81.5854,41.2655
-76.5478,38.9798
-76.5977,39.495
-77.094,39.0775
-122.303,37.9233
-77.3417,38.9626
-77.0063,39.1477
-77.1147,39.1802
-76.604,39.7797
-80.3867,27.5366
-76.0731,39.1996
-77.175,38.9542
-77.0014,39.0095
-77.0861,39.0734
-77.1115,38.8865
-76.4236,42.5068
-77.0455,38.8515
-77.1078,39.1916
-109.4568,38.418
-89.077,42.3088
-77.2,39.067
-77.0384,39.1868
-71.2548,42.3675
-75.648,40.2937
-77.0104,39.1672
-86.5276,39.1558
-75.7201,39.6714
-77.2848,39.0366
-105.8479,46.4645
-77.2161,38.7633
-93.4067,47.3712
-70.899,42.0285
-93.1461,44.4614
-76.5587,38.9403
-77.1245,39.1182
-73.9973,40.46
-93.3232,44.979
-76.7536,39.6525
-77.0061,39.0167
-110.1139,44.9153
-106.3797,48.1203
-108.177,36.6081
-77.0692,39.1158
-91.9427,44.8947
-74.4195,40.4174
-77.8109,37.6673
-93.7108,42.1228
-77.3249,38.8604
-77.0935,39.0521
-77.1316,39.0987
-73.9255,41.0765
-94.0167,44.0809
-73.6509,41.2582
-92.8459,43.8779
-77.0455,39.192
-94.9396,39.3275
-75.4197,40.0646
-71.3199,42.4606
-74.7392,40.5829
-77.1899,39.1588
-75.6627,42.8386
-86.4053,39.3665
-74.0033,40.4689
-72.5761,44.2851
-83.4491,42.429
-76.3313,37.7755
-111.8377,40.614
-77.1495,39.1622
-96.668,40.831
-105.1217,39.6024
-75.2683,40.0681
-76.3362,37.7302
-118.2939,33.7054
-77.0981,39.1046
-73.158,41.2517
-73.7042,41.2159
-89.4937,43.0382
-147.9165,64.938
-87.4155,39.6652
-77.0844,38.8588
-82.367,29.7175
-77.0844,39.0194
-77.1398,39.1979
-77.1265,39.0129
-72.9002,41.3485
-95.9299,40.886
-105.3198,40.0164
-77.0874,39.1628
-70.2069,42.0731
-70.2073,42.0728
-111.7046,40.3469
-72.9401,43.6286
-77.5359,37.6592
-89.5116,43.0028
-76.9889,39.0101
-89.0526,42.282
-76.5846,39.4275
-77.0757,39.0606
-110.1134,44.9159
-77.1512,39.0611
-75.5436,39.9469
-93.6614,42.0269
-77.062,39.0117
-77.0667,39.0949
-110.7327,43.6934
-77.0238,39.192
-86.2109,41.72
-77.0656,38.9675
-70.2065,42.0725
-74.1075,40.7842
-76.6484,39.3263
-77.1057,39.0312
-79.4959,35.989
-81.383,41.0045
-77.0276,39.0692
-107.0706,37.2624
-77.0284,39.0471
-77.2845,39.0367
-77.059,39.0567
-77.1123,39.0934
-76.5993,39.7814
-74.4186,40.9189
-77.285,39.0365
-74.4223,40.4882
-74.4389,40.4478
-74.8337,40.8469
-77.1643,39.1459
-77.0173,39.0225
-74.4445,40.7967
-77.4729,43.0302
-105.0332,39.6239
-77.0545,39.1661
-93.9918,44.1665
-75.9101,40.3657
-77.1181,39.1176
-77.1289,39.0312
-81.0483,31.9915
-89.5171,43.1672
-68.7102,44.2033
-71.2987,42.62
-75.3932,40.6923
-76.4917,42.2752
-70.8198,42.8234
-77.0009,39.0375
-89.5485,39.9485
-76.5892,39.4053
-77.0512,39.0646
-83.8829,36.0023
-82.3585,29.6198
-77.138,39.0407
-77.0728,39.0669
-93.1891,45.4217
-92.238,34.7414
-77.0613,39.1157
-119.8372,38.7262
-93.6596,42.0277
-75.9084,40.367
-77.0919,39.1503
-77.2846,39.0366
-77.2845,39.0366
-79.8146,39.5235
-77.0747,39.1997
-87.951,42.0266
-75.0881,40.4037
-161.7566,60.8085
-77.0636,39.1885
-70.2285,42.0748
-77.2844,39.0367
-77.0225,39.0182
-77.2844,39.0366
-74.8612,39.9281
-83.7302,42.2872
-77.0741,39.1283
-76.4918,42.2752
-77.0501,39.1743
-77.097,39.0223
-77.0792,39.1447
-75.9085,40.367
-77.1405,39.015
-77.1098,39.0468
-93.202,45.4061
-77.0684,39.0517
-75.908,40.3678
-89.5176,43.0396
-84.5878,37.9797
-93.3533,45.1724
-77.0095,39.1638
-77.1443,39.1053
-74.4249,40.4895
-75.4744,39.2755
-94.2293,36.3898
-77.0895,39.0625
-86.9351,31.4386
-77.0592,39.0698
-74.4085,40.69
-75.2098,38.6888
-74.6363,40.3819
-77.1691,39.1238
-77.0959,39.1544
-74.3214,40.6571
-82.3638,29.6233
-80.8249,35.3361
-93.7483,42.1888
-75.054,39.8415
-93.6842,42.1634
-81.4883,30.6006
-81.4959,30.6024
-75.5469,39.9481
-75.06,38.5925
-73.33,40.9237
-95.008,47.7798
-117.6835,47.4424
-89.4297,43.0223
-75.2408,40.066
-77.0585,38.9453
-94.6125,38.8358
-75.6463,40.0393
-76.7871,38.9877
-121.6251,39.479
-114.3353,48.4106
-77.1317,39.2883
-87.3336,36.4523
-79.1045,35.7312
-122.7652,40.4993
-78.7083,37.7793
-72.8079,41.9625
-74.0728,41.2603
-110.5116,44.9562
-96.6141,40.8239
-73.1173,41.5338
-71.748,42.2486
-77.541,39.0847
-82.322,29.6428
-83.6717,42.3892
-73.6877,42.5818
-73.1173,41.5337
-73.1172,41.5338
-73.1172,41.5337
-81.5958,41.1324
-73.9974,40.4601
-76.7804,39.2765
-96.6425,40.8401
-82.7924,36.7115
-73.9975,40.4601
-75.4797,39.2769
-77.3876,38.9434
-77.3419,38.9261
-103.6257,41.643
-82.793,36.7112
-77.3855,38.9419
-103.7609,41.7406
-83.6314,34.0234
-75.0701,40.125
-75.073,40.1275
-74.0419,41.2743
-72.2208,43.7265
-71.1176,42.2187
-95.8817,36.0393
-77.6627,39.4463
-77.2161,38.7632
-77.2561,39.0047
-73.7072,40.8016
-79.0084,35.8595
-74.088,41.2395
-73.3414,42.7508
-121.766,44.1138
-94.443,38.9922
-121.6538,44.0046
-121.6963,44.136
-76.6476,37.6061
-121.771,44.0483
-98.5098,30.2656
-75.5363,39.9415
-93.7566,41.5677
-79.2106,40.5625
-74.0852,41.2937
-79.3631,40.5389
-79.6615,39.6769
-93.5752,44.9953
-82.1402,37.727
-78.1864,38.7702
-73.2772,41.7671
-73.733,41.1191
-75.7078,39.9556
-77.1118,38.8865
-73.1536,44.1243
-77.2822,39.6532
-76.9655,39.7117
-79.4622,35.7235
-76.9131,39.3694
-108.1131,39.0848
-76.2844,42.1872
-76.4626,37.2628
-76.4928,39.1465
-118.4138,46.0295
-94.2946,36.0904
-108.4283,37.3677
-79.0547,35.9211
-113.1858,53.6356
-78.9886,43.8345
-106.0418,53.916
-75.1983,44.8853
-72.423,48.7914
-79.9637,43.8325
-113.162,49.0489
-73.7109,45.5145
-79.3685,44.3272
-135.0617,60.7258
-76.0774,45.4808
-78.4239,45.5606
-79.7276,44.8873
-73.5825,45.606
-76.486,44.2232
-135.0435,60.7001
-84.0641,46.466
-79.0983,44.8203
-78.5886,45.485
-62.587,46.2757
-65.7297,45.4808
-103.3365,51.8254
-73.5644,45.5608
-135.0956,60.7741
-60.4962,46.2404
-113.3032,62.9687
-79.7435,44.9254
-80.1153,43.9167
-113.2864,54.7118
-75.662,45.3278
-62.5258,46.0118
-113.2984,62.9503
-78.2482,44.3407
-111.9413,60.2691
-81.3156,42.996
-79.7436,44.9255
-113.2817,62.8223
-79.9896,43.2562
-78.2484,44.3406
-84.3228,46.5099
-115.2664,50.8592
-113.3673,62.8918
-115.3548,50.8311
-64.6422,46.4477
-73.5899,45.43
-76.4668,44.214
-80.7684,48.1944
-64.3982,45.1194
-60.0552,46.2006
-78.5156,45.5757
-105.7467,52.6433
-80.1663,43.3818
-113.3746,62.9269
-68.6546,48.3563
-68.724,48.2419
-126.3083,54.2156
-78.7877,44.5451
-73.5613,45.5598
-89.5419,48.0204
-78.284,45.0127
-81.3156,42.9961
-64.3268,45.1272
-75.8814,45.1157
-115.2519,50.8704
-78.3381,45.5925
-83.2545,46.3921
-80.6222,48.0902
-92.2816,50.2488
-80.8032,46.3166
-79.387,43.7252
-75.8327,45.193
-68.6371,48.2977
-79.9501,43.2083
-63.769,46.5464
-70.3787,47.381
-68.6178,48.2622
-76.0286,45.4232
-95.6903,50.1494
-80.1302,43.4373
-110.9024,53.8896
-84.4793,46.6144
-60.5223,46.2967
-78.3593,45.584
-113.9454,49.2385
-78.457,44.3386
-78.3597,45.5831
-133.7191,68.3564
-79.2091,43.0377
-68.7863,48.3836
-114.3992,62.4449
-60.2069,46.1171
-63.2736,46.1379
-133.6763,68.3384
-73.6712,45.5169
-89.5418,48.0205
-79.0569,43.176
-78.3607,45.5855
-81.3528,48.498
-106.4239,51.9726
-73.2825,45.4296
-133.7158,68.3557
-76.4942,44.7784
-78.9191,43.9808
-84.561,47.0882
-72.7904,45.0412
-81.1827,44.9479
-122.1583,52.0143
-75.8358,45.2557
-78.876,43.8958
-79.3282,43.8294
-135.1984,61.077
-78.3143,45.7411
-68.6556,48.3391
-71.4953,46.6656
-73.5901,45.4292
-106.575,52.097
-124.6593,70.1553
-135.2953,60.8654
-80.9109,43.6467
-78.3454,45.6183
-96.0883,50.422
-73.8037,45.6337
-74.0453,45.5099
-76.1407,45.1429
-80.8945,46.3315
-78.3598,45.5835
-75.0911,45.5953
-98.9132,49.2079
-71.0903,48.414
-78.3599,45.5836
-64.6377,44.061
-79.8967,43.3868
-73.8566,45.5078
-79.6961,43.9829
-80.2154,43.5201
-76.2323,45.2229
-78.3734,45.5872
-80.1778,44.3013
-115.4644,51.071
-78.3598,45.5837
-78.3592,45.5836
-78.3602,45.5836
-111.2077,58.7125
-72.7904,45.0413
-62.2484,46.3543
-60.0903,46.1684
-111.1535,56.6544
-84.4753,46.6121
-64.5557,44.3106
-84.3973,46.7075
-72.4605,48.8358
-84.0659,46.465
-76.5937,44.2551
-74.1515,45.4016
-58.2635,52.9178
-80.6101,49.1045
-114.5119,51.7257
-74.7014,45.0158
-80.6611,42.8844
-74.7749,45.1474
-71.0077,48.44
-65.7293,45.482
-79.9889,43.5739
-67.2184,45.2451
-116.2825,54.2773
-73.7177,45.4381
-84.347,46.5411
-74.2504,45.4596
-127.0491,54.7299
-114.4232,62.4296
-111.8854,60.6655
-67.2105,45.2387
-97.1179,49.7928
-93.9547,58.7601
-118.6532,58.7822
-52.6961,47.6505
-65.9939,47.7763
-79.1578,43.1505
-78.1709,44.0107
-72.7899,45.0417
-135.0213,60.7075
-74.8625,53.5278
-79.3188,45.0414
-126.8131,65.278
-66.6431,45.9636
-112.8459,53.0217
-71.5955,54.1407
-79.3726,43.7786
-76.4091,44.5926
-72.2585,45.3555
-72.0132,45.5843
-82.2702,45.8615
-114.4253,62.428
-64.2798,45.48
-76.0211,45.4644
-81.3301,43.1201
-59.1626,47.5762
-75.9139,44.6788
-79.9698,43.238
-76.2495,44.936
-79.4132,44.2208
-120.2681,50.7254
-97.0967,49.8675
-74.7689,53.549
-80.1588,45.3965
-135.0582,60.7211
-73.5677,45.4491
-77.9433,45.0299
-83.066,42.2372
-63.8312,46.4367
-70.0541,46.7595
-73.9341,45.4763
-77.6209,53.7895
-65.7297,45.4832
-122.8303,53.9516
-63.0162,46.27
-71.8576,45.3828
-115.0633,53.9395
-106.1673,53.9781
-77.3824,51.3395
-81.4915,45.9705
-79.5626,43.6526
-76.2407,44.8125
-76.2406,44.8126
-71.2856,54.5346
-79.0083,43.8267
-81.8437,42.3239
-79.4715,43.6982
-80.7189,42.9746
-106.6966,52.1087
-93.6311,50.86
-75.9135,44.6781
-75.7202,44.9452
-129.4972,56.7369
-135.0697,60.7202
-78.5147,45.5739
-64.803,46.0521
-78.36,45.5837
-84.4659,46.6089
-78.8687,43.9371
-79.4414,44.5619
-84.4288,46.7076
-75.6419,45.3967
-79.3738,43.7806
-77.2952,44.1568
-71.2117,46.8386
-79.1604,43.15
-126.8551,54.6156
-73.8094,45.6316
-65.4053,44.7737
-72.5901,46.2977
-113.5463,54.6912
-72.7781,45.3504
-81.8465,42.3249
-66.5784,46.0062
-81.8508,42.3143
-64.2958,45.1793
-74.0786,45.4092
-76.643,45.1333
-75.8094,45.5173
-64.2478,45.5911
-75.8222,45.554
-135.1488,60.779
-59.9681,46.0362
-79.6502,43.4816
-80.227,43.5291
-63.7014,46.5621
-82.9385,46.1867
-59.9609,46.1985
-71.9103,45.4119
-77.7436,44.0451
-74.7815,45.6264
-78.2877,43.9676
-75.8413,45.1857
-75.8424,45.278
-79.7817,43.4099
-79.9504,43.1174
-78.2481,44.3408
-82.5597,46.2094
-64.3395,45.087
-118.8945,55.1086
-75.6422,45.394
-78.3753,44.2888
-64.3713,45.1362
-79.973,43.5609
-79.374,43.7799
-72.7902,45.0412
-99.8141,50.4268
-122.7242,53.9191
-127.1519,54.7681
-100.0473,50.5898
-76.9052,45.336
-76.9064,45.3367
-122.7298,53.9218
-66.7487,45.8965
-80.1035,48.111
-135.0207,60.7046
-81.4551,46.6235
-135.0647,60.725
-78.2576,45.5082
-113.6477,51.3288
-135.0236,60.7056
-113.8884,50.8529
-81.3864,43.0812
-105.4474,50.7159
-75.8912,45.5814
-79.7528,43.2123
-79.0482,43.158
-76.139,45.3452
-81.8127,43.2653
-106.5854,52.0806
-76.139,45.1467
-70.0429,47.4379
-79.6724,43.2025
-76.3946,44.9671
-64.4195,45.1561
-75.7116,45.1127
-64.1265,44.5096
-97.0225,49.911
-75.7918,45.3694
-64.1264,44.5094
-78.3144,44.2979
-75.7117,45.1127
-79.3107,43.6877
-73.5602,45.5589
-80.9681,46.4728
-79.3913,43.6606
-79.6728,43.2022
-97.0227,49.9112
-113.3866,51.3634
-75.7115,45.1127
-83.9263,46.3448
-80.0209,43.1015
-79.7392,43.4476
-79.0479,43.1593
-114.3743,62.4531
-93.6161,50.8824
-79.048,43.1579
-78.324,45.4478
-75.0522,44.9489
-114.3829,62.4536
-76.0765,45.4805
-114.3872,62.4524
-76.3945,44.9676
-79.188,44.117
-72.8118,46.2623
-63.1605,44.7028
-57.493,49.3484
-135.1382,60.7661
-75.6835,45.2725
-135.1382,60.7662
-135.0725,60.7344
-95.2288,49.7639
-75.8669,45.6016
-97.0489,49.9873
-114.3682,49.5911
-80.0238,43.0838
-78.8463,43.8965
-135.1382,60.766
-80.2973,43.5463
-79.5719,43.7011
-59.8735,46.1321
-73.5647,45.561
-84.352,46.5114
-75.8952,45.5857
-75.889,45.581
-75.888,45.5802
-75.8932,45.5727
-135.8577,63.7288
-75.8962,45.5955
-62.2616,46.3567
-79.1234,46.2473
-79.4214,43.8075
-72.6212,48.5821
-72.6209,48.5821
-79.2301,43.6275
-80.4166,43.4685
-79.4884,43.6483
-83.991,46.3483
-124.4431,51.7118
-76.634,44.7102
-75.8995,45.597
-111.5445,49.8762
-111.5129,49.9277
-113.3223,62.8496
-79.39,43.6609
-106.2366,53.9563
-81.9268,47.5285
-76.7293,44.149
-81.6436,50.1879
-79.0084,43.8268
-81.5707,49.8805
-80.6091,49.4541
-76.3946,44.9679
-73.6948,45.6838
-81.9942,45.9728
-76.9047,45.3708
-71.3495,46.8707
-88.7947,48.3615
-79.2974,43.9905
-113.4777,51.4452
-82.5055,41.9409
-121.1712,51.4197
-107.5744,49.2619
-113.3079,49.1995
-113.5609,54.6665
-97.0405,49.931
-66.1172,45.9271
-64.4817,45.0962
-84.3151,46.8255
-84.3057,46.5352
-96.8564,50.0292
-113.5395,53.2681
-64.019,46.6931
-75.9114,45.313
-76.7084,44.168
-79.2748,47.4264
-76.6254,44.1743
-60.1912,46.138
-113.4897,53.3572
-64.3846,45.0399
-79.4794,43.7293
-90.1984,51.4616
-90.2131,51.4481
-73.564,45.4869
-75.7964,45.3726
-77.75,55.2888
-79.8832,43.2448
-75.699,45.4375
-82.6926,41.7757
-82.8275,42.0367
-75.8398,45.3633
-66.6218,45.9275
-80.1926,43.054
-133.7291,68.3541
-65.4056,44.7738
-90.3653,52.6154
-81.5507,42.554
-79.7061,44.4177
-81.5904,49.3197
-81.5204,49.3832
-63.6275,44.7584
-78.9982,45.3953
-97.1072,49.9133
-97.0405,49.8224
-63.2714,45.2798
-79.0043,43.8447
-88.272,48.5502
-78.6211,45.2403
-86.6684,48.7623
-62.2269,44.8767
-64.4895,45.0809
-96.8595,50.004
-97.0652,49.9656
-80.8068,46.3168
-114.3588,62.4596
-95.5321,49.9253
-114.3935,62.4846
-77.3035,44.2483
-72.6381,45.2744
-89.199,48.4727
-129.1471,59.7788
-96.8594,50.0039
-73.6717,45.516
-74.2521,45.4556
-73.5636,45.56
-72.6196,45.0845
-95.5194,50.0107
-135.135,60.7637
-75.6449,45.6087
-74.2515,45.4554
-73.5638,45.5597
-75.6986,45.4388
-97.1732,49.7226
-79.5274,43.9359
-81.3801,42.9963
-74.1429,45.4271
-74.8743,45.4411
-81.6209,50.1807
-79.665,43.5638
-76.2517,45.4215
-64.3538,45.889
-79.3958,43.6624
-135.1361,60.7661
-62.972,46.38
-136.0317,60.7815
-66.6027,45.9203
-75.3466,45.5133
-79.8638,44.1623
-81.6083,50.1826
-81.6212,50.1806
-113.5437,53.2635
-80.0295,43.1637
-79.3573,44.0524
-79.496,46.3401
-75.9309,45.6831
-79.4953,46.3401
-79.3753,46.3754
-75.879,45.5938
-68.8025,48.3519
-84.4689,46.6211
-79.4954,46.3401
-73.2384,45.2498
-78.9926,45.307
-97.0228,49.911
-75.8881,45.5802
-81.455,46.6237
-113.5395,53.268
-79.393,45.6229
-114.4466,51.1673
-84.5122,47.5312
-81.3937,46.4466
-77.621,44.0391
-74.8208,45.0895
-79.497,46.342
-79.3165,44.352
-76.2254,45.2049
-78.693,43.9025
-72.7908,45.0411
-60.1472,45.8414
-135.0549,60.7157
-78.6971,43.9416
-75.8026,45.0192
-79.4689,43.6419
-72.6042,46.3949
-79.3611,44.315
-72.5165,46.3946
-63.0546,44.7488
-73.7546,45.9618
-62.266,46.3565
-75.6801,45.2668
-74.1378,45.4482
-129.1851,54.3453
-79.1664,45.026
-112.0965,54.2083
-114.3504,62.466
-80.2225,43.4165
